FoodCategory,FoodItem,per100grams,Cals_per100grams,KJ_per100grams,Image
Cakes&Pies,Coffee Cake,100g,331 cal,1390 kJ,https://images.albertsons-media.com/is/image/ABS/960106836
Cakes&Pies,Cream Puff,100g,334 cal,1403 kJ,https://images.albertsons-media.com/is/image/ABS/960142485
Cakes&Pies,Crumb Cake,100g,441 cal,1852 kJ,https://images.albertsons-media.com/is/image/ABS/960049470
Cakes&Pies,Cupcake,100g,305 cal,1281 kJ,https://images.albertsons-media.com/is/image/ABS/960222325
Cakes&Pies,Danish Pastry,100g,374 cal,1571 kJ,https://images.albertsons-media.com/is/image/ABS/960012745
Cakes&Pies,Donut,100g,403 cal,1693 kJ,https://images.albertsons-media.com/is/image/ABS/960081998
Cakes&Pies,Doughnut,100g,403 cal,1693 kJ,https://images.albertsons-media.com/is/image/ABS/960081998
Cakes&Pies,Flan,100g,145 cal,609 kJ,https://images.albertsons-media.com/is/image/ABS/960296849
Cakes&Pies,Flourless Chocolate Cake,100g,509 cal,2138 kJ,https://images.albertsons-media.com/is/image/ABS/960253241
Cakes&Pies,French Cruller,100g,412 cal,1730 kJ,https://images.albertsons-media.com/is/image/ABS/960134214
Cakes&Pies,Fruit Cake,100g,324 cal,1361 kJ,https://images.albertsons-media.com/is/image/ABS/960018806
Cakes&Pies,Funnel Cake,100g,307 cal,1289 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,German Chocolate Cake,100g,370 cal,1554 kJ,https://images.albertsons-media.com/is/image/ABS/195010631
Cakes&Pies,Gingerbread,100g,356 cal,1495 kJ,https://images.albertsons-media.com/is/image/ABS/970329917
Cakes&Pies,Ice Cream Cake,100g,200 cal,840 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,Key Lime Pie,100g,359 cal,1508 kJ,https://images.albertsons-media.com/is/image/ABS/960022303
Cakes&Pies,King Cake,100g,377 cal,1583 kJ,https://images.albertsons-media.com/is/image/ABS/960190370
Cakes&Pies,Layer Cake,100g,402 cal,1688 kJ,https://images.albertsons-media.com/is/image/ABS/960512730
Cakes&Pies,Lemon Cake,100g,352 cal,1478 kJ,https://images.albertsons-media.com/is/image/ABS/960142109
Cakes&Pies,Lemon Meringue Pie,100g,268 cal,1126 kJ,https://images.albertsons-media.com/is/image/ABS/960469489
Cakes&Pies,Madeira Cake,100g,394 cal,1655 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,Marble Cake,100g,339 cal,1424 kJ,https://images.albertsons-media.com/is/image/ABS/960516193
Cakes&Pies,Meringue,100g,285 cal,1197 kJ,https://images.albertsons-media.com/is/image/ABS/960298947
Cakes&Pies,Opera Cake,100g,320 cal,1344 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,Paczki,100g,336 cal,1411 kJ,
Cakes&Pies,Pancake,100g,227 cal,953 kJ,https://images.albertsons-media.com/is/image/ABS/960142981
Cakes&Pies,Panettone,100g,360 cal,1512 kJ,
Cakes&Pies,Pavlova,100g,294 cal,1235 kJ,https://images.albertsons-media.com/is/image/ABS/960469489
Cakes&Pies,Peach Cobbler,100g,65 cal,273 kJ,https://images.albertsons-media.com/is/image/ABS/970353076
Cakes&Pies,Peach Pie,100g,223 cal,937 kJ,https://images.albertsons-media.com/is/image/ABS/960448429
Cakes&Pies,Pecan Pie,100g,407 cal,1709 kJ,https://images.albertsons-media.com/is/image/ABS/970306252
Cakes&Pies,Pineapple Upside-Down Cake,100g,319 cal,1340 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,Plum Cake,100g,109 cal,458 kJ,https://images.albertsons-media.com/is/image/ABS/960018806
Cakes&Pies,Poppy-Seed Cake,100g,394 cal,1655 kJ,https://images.albertsons-media.com/is/image/ABS/112050053
Cakes&Pies,Pound Cake,100g,390 cal,1638 kJ,https://images.albertsons-media.com/is/image/ABS/970019284
Cakes&Pies,Profiterole,100g,334 cal,1403 kJ,https://images.albertsons-media.com/is/image/ABS/970506198
Cakes&Pies,Puff Pastry,100g,558 cal,2344 kJ,https://images.albertsons-media.com/is/image/ABS/143100034
Cakes&Pies,Pumpkin Bread,100g,298 cal,1252 kJ,https://images.albertsons-media.com/is/image/ABS/970007383
Cakes&Pies,Pumpkin Cheesecake,100g,340 cal,1428 kJ,https://images.albertsons-media.com/is/image/ABS/960241234
Cakes&Pies,Pumpkin Pie,100g,243 cal,1021 kJ,https://images.albertsons-media.com/is/image/ABS/960144512
Cakes&Pies,Raspberry Pie,100g,240 cal,1008 kJ,https://images.albertsons-media.com/is/image/ABS/960319988
Cakes&Pies,Red Velvet Cake,100g,367 cal,1541 kJ,https://images.albertsons-media.com/is/image/ABS/960171614
Cakes&Pies,Rhubarb Pie,100g,245 cal,1029 kJ,https://images.albertsons-media.com/is/image/ABS/960165329
Cakes&Pies,Rum Cake,100g,351 cal,1474 kJ,https://images.albertsons-media.com/is/image/ABS/960566954
Cakes&Pies,Sacher Torte,100g,352 cal,1478 kJ,
Cakes&Pies,Sponge Cake,100g,289 cal,1214 kJ,https://images.albertsons-media.com/is/image/ABS/960089430
Cakes&Pies,Strawberry Cheesecake,100g,327 cal,1373 kJ,https://images.albertsons-media.com/is/image/ABS/960159554
Cakes&Pies,Strawberry Pie,100g,230 cal,966 kJ,https://images.albertsons-media.com/is/image/ABS/960239254
Cakes&Pies,Strawberry Rhubarb Pie,100g,281 cal,1180 kJ,https://images.albertsons-media.com/is/image/ABS/960165329
Cakes&Pies,Sweet Potato Pie,100g,260 cal,1092 kJ,https://images.albertsons-media.com/is/image/ABS/960144513
Cakes&Pies,Swiss Roll,100g,439 cal,1844 kJ,https://images.albertsons-media.com/is/image/ABS/197100306
Cakes&Pies,Tarte Tatin,100g,210 cal,882 kJ,https://images.albertsons-media.com/is/image/ABS/970091323
Cakes&Pies,Tiramisu,100g,283 cal,1189 kJ,https://images.albertsons-media.com/is/image/ABS/960493345
Cakes&Pies,Tiramisu Cake,100g,291 cal,1222 kJ,https://images.albertsons-media.com/is/image/ABS/960493345
Cakes&Pies,Treacle Tart,100g,369 cal,1550 kJ,https://images.albertsons-media.com/is/image/ABS/960152864
Cakes&Pies,Tres Leches Cake,100g,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/960565798
Cakes&Pies,Trifle,100g,180 cal,756 kJ,
Cakes&Pies,Victoria Sponge Cake,100g,257 cal,1079 kJ,https://images.albertsons-media.com/is/image/ABS/960089430
Cakes&Pies,Waffles,100g,312 cal,1310 kJ,https://images.albertsons-media.com/is/image/ABS/145010086
Cakes&Pies,Wedding Cake,100g,381 cal,1600 kJ,https://images.albertsons-media.com/is/image/ABS/960074954
Candy&Sweets,3 Musketeers,100g,400 cal,1680 kJ,https://images.albertsons-media.com/is/image/ABS/101052639
Candy&Sweets,After Eight,100g,452 cal,1898 kJ,https://images.albertsons-media.com/is/image/ABS/960519452
Candy&Sweets,Airheads,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/960091010
Candy&Sweets,Almond Roca,100g,571 cal,2398 kJ,https://images.albertsons-media.com/is/image/ABS/960048332
Candy&Sweets,Angel Delight,100g,451 cal,1894 kJ,
Candy&Sweets,Animal Crackers,100g,446 cal,1873 kJ,https://images.albertsons-media.com/is/image/ABS/960131271
Candy&Sweets,Baby Ruth,100g,469 cal,1970 kJ,https://images.albertsons-media.com/is/image/ABS/960521792
Candy&Sweets,Butterfinger,100g,450 cal,1890 kJ,https://images.albertsons-media.com/is/image/ABS/960519751
Candy&Sweets,Buttermilk Pancakes,100g,238 cal,1000 kJ,https://images.albertsons-media.com/is/image/ABS/970481718
Candy&Sweets,Candy Apple,100g,152 cal,638 kJ,https://images.albertsons-media.com/is/image/ABS/960459738
Candy&Sweets,Candy Cane,100g,423 cal,1777 kJ,https://images.albertsons-media.com/is/image/ABS/970373711
Candy&Sweets,Candy canes,100g,423 cal,1777 kJ,https://images.albertsons-media.com/is/image/ABS/970373711
Candy&Sweets,Candy Corn,100g,360 cal,1512 kJ,https://images.albertsons-media.com/is/image/ABS/960568219
Candy&Sweets,Candy Floss,100g,400 cal,1680 kJ,https://images.albertsons-media.com/is/image/ABS/960138042
Candy&Sweets,Caramel Popcorn,100g,376 cal,1579 kJ,https://images.albertsons-media.com/is/image/ABS/970308066
Candy&Sweets,Caramel squares,100g,367 cal,1541 kJ,https://images.albertsons-media.com/is/image/ABS/960083930
Candy&Sweets,Celebrations,100g,490 cal,2058 kJ,https://images.albertsons-media.com/is/image/ABS/970109753
Candy&Sweets,Cheez-It’s,100g,533 cal,2239 kJ,https://images.albertsons-media.com/is/image/ABS/960029973
Candy&Sweets,Chocolate,100g,529 cal,2222 kJ,https://images.albertsons-media.com/is/image/ABS/960520542
Candy&Sweets,Chocolate Bar,100g,533 cal,2239 kJ,https://images.albertsons-media.com/is/image/ABS/101050229
Candy&Sweets,Chocolate Chips,100g,493 cal,2071 kJ,https://images.albertsons-media.com/is/image/ABS/113400029
Candy&Sweets,Cookies,100g,488 cal,2050 kJ,https://images.albertsons-media.com/is/image/ABS/960197559
Candy&Sweets,Cotton Candy,100g,643 cal,2701 kJ,https://images.albertsons-media.com/is/image/ABS/960032966
Candy&Sweets,Eggy Bread,100g,196 cal,823 kJ,https://images.albertsons-media.com/is/image/ABS/960321311
Candy&Sweets,Fairy Cakes,100g,440 cal,1848 kJ,https://images.albertsons-media.com/is/image/ABS/960487425
Candy&Sweets,Ferrero Rocher,100g,576 cal,2419 kJ,https://images.albertsons-media.com/is/image/ABS/101052547
Candy&Sweets,Flapjack,100g,486 cal,2041 kJ,https://images.albertsons-media.com/is/image/ABS/960482313
Candy&Sweets,Fortune Cookies,100g,214 cal,899 kJ,https://images.albertsons-media.com/is/image/ABS/960430426
Candy&Sweets,Granola Bars,100g,452 cal,1898 kJ,https://images.albertsons-media.com/is/image/ABS/970112019
Candy&Sweets,Gumdrops,100g,321 cal,1348 kJ,https://images.albertsons-media.com/is/image/ABS/960172001
Candy&Sweets,Gummi Bears,100g,316 cal,1327 kJ,https://images.albertsons-media.com/is/image/ABS/960130008
Candy&Sweets,Hanuta,100g,541 cal,2272 kJ,https://images.albertsons-media.com/is/image/ABS/970000639
Candy&Sweets,Hershey Kisses,100g,471 cal,1978 kJ,https://images.albertsons-media.com/is/image/ABS/960521270
Candy&Sweets,Jelly Beans,100g,354 cal,1487 kJ,https://images.albertsons-media.com/is/image/ABS/960161755
Candy&Sweets,Jelly Belly,100g,354 cal,1487 kJ,https://images.albertsons-media.com/is/image/ABS/960159650
Candy&Sweets,Jolly Ranchers,100g,385 cal,1617 kJ,https://images.albertsons-media.com/is/image/ABS/960147208
Candy&Sweets,Jordan Almonds,100g,429 cal,1802 kJ,https://images.albertsons-media.com/is/image/ABS/960073439
Candy&Sweets,Kit Kat,100g,521 cal,2188 kJ,https://images.albertsons-media.com/is/image/ABS/101011673
Candy&Sweets,Laffy Taffy,100g,372 cal,1562 kJ,https://images.albertsons-media.com/is/image/ABS/960532458
Candy&Sweets,Licorice,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/960272977
Candy&Sweets,LifeSavers,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/970310554
Candy&Sweets,Lindt Chocolate,100g,548 cal,2302 kJ,https://images.albertsons-media.com/is/image/ABS/960130180
Candy&Sweets,Liquorice,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/960087009
Candy&Sweets,Lollipop,100g,392 cal,1646 kJ,https://images.albertsons-media.com/is/image/ABS/960062350
Candy&Sweets,M&M’s,100g,479 cal,2012 kJ,https://images.albertsons-media.com/is/image/ABS/960535723
Candy&Sweets,Maltesers,100g,498 cal,2092 kJ,https://images.albertsons-media.com/is/image/ABS/127220720
Candy&Sweets,Mars Bar,100g,448 cal,1882 kJ,https://images.albertsons-media.com/is/image/ABS/970123396
Candy&Sweets,Marshmallows,100g,318 cal,1336 kJ,https://images.albertsons-media.com/is/image/ABS/960045292
Candy&Sweets,Marzipan,100g,411 cal,1726 kJ,https://images.albertsons-media.com/is/image/ABS/960296007
Candy&Sweets,Mike and Ike,100g,360 cal,1512 kJ,https://images.albertsons-media.com/is/image/ABS/960120749
Candy&Sweets,Milk Duds,100g,422 cal,1772 kJ,https://images.albertsons-media.com/is/image/ABS/101051670
Candy&Sweets,Milky Way,100g,449 cal,1886 kJ,https://images.albertsons-media.com/is/image/ABS/960079440
Candy&Sweets,PayDay,100g,462 cal,1940 kJ,https://images.albertsons-media.com/is/image/ABS/101011678
Candy&Sweets,Peanut Bar,100g,533 cal,2239 kJ,https://images.albertsons-media.com/is/image/ABS/111200546
Candy&Sweets,Peanut Brittle,100g,183 cal,769 kJ,https://images.albertsons-media.com/is/image/ABS/970517912
Candy&Sweets,Peanut Butter Bars,100g,379 cal,1592 kJ,https://images.albertsons-media.com/is/image/ABS/960417581
Candy&Sweets,Peanut Butter Cookies,100g,475 cal,1995 kJ,https://images.albertsons-media.com/is/image/ABS/102010654
Candy&Sweets,Peppermint bark,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/970012509
Candy&Sweets,Pez,100g,427 cal,1793 kJ,https://images.albertsons-media.com/is/image/ABS/101010260
Candy&Sweets,Pop Rocks,100g,358 cal,1504 kJ,https://images.albertsons-media.com/is/image/ABS/960145129
Candy&Sweets,Popcorn,100g,582 cal,2444 kJ,https://images.albertsons-media.com/is/image/ABS/960333747
Candy&Sweets,Pumpkin Seeds,100g,560 cal,2352 kJ,https://images.albertsons-media.com/is/image/ABS/970112314
Candy&Sweets,Reeses Peanut Butter Cups,100g,536 cal,2251 kJ,https://images.albertsons-media.com/is/image/ABS/960519671
Candy&Sweets,Rice Pudding,100g,134 cal,563 kJ,https://images.albertsons-media.com/is/image/ABS/138150062
Candy&Sweets,Roasted Almonds,100g,452 cal,1898 kJ,https://images.albertsons-media.com/is/image/ABS/960293748
Candy&Sweets,Rolo,100g,474 cal,1991 kJ,https://images.albertsons-media.com/is/image/ABS/960519197
Candy&Sweets,S’mores,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/101011672
Candy&Sweets,Semolina,100g,340 cal,1428 kJ,https://images.albertsons-media.com/is/image/ABS/960564060
Candy&Sweets,Skittles,100g,405 cal,1701 kJ,https://images.albertsons-media.com/is/image/ABS/960115100
Candy&Sweets,Smarties,100g,357 cal,1499 kJ,https://images.albertsons-media.com/is/image/ABS/960420029
Candy&Sweets,Smores,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/960566804
Candy&Sweets,Snickers,100g,484 cal,2033 kJ,https://images.albertsons-media.com/is/image/ABS/960167466
Candy&Sweets,Sour Patch Kids,100g,363 cal,1525 kJ,https://images.albertsons-media.com/is/image/ABS/960542359
Candy&Sweets,Speculoos,100g,469 cal,1970 kJ,https://images.albertsons-media.com/is/image/ABS/970097741
Candy&Sweets,Spritz Cookies,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/970485813
Candy&Sweets,Take 5,100g,476 cal,1999 kJ,https://images.albertsons-media.com/is/image/ABS/960043396
Candy&Sweets,Toblerone,100g,525 cal,2205 kJ,https://images.albertsons-media.com/is/image/ABS/960019839
Candy&Sweets,Trifle,100g,186 cal,781 kJ,
Candy&Sweets,Twix,100g,495 cal,2079 kJ,https://images.albertsons-media.com/is/image/ABS/960188330
Candy&Sweets,Waffles,100g,272 cal,1142 kJ,https://images.albertsons-media.com/is/image/ABS/145010103
Candy&Sweets,Whoopie Pie,100g,400 cal,1680 kJ,https://images.albertsons-media.com/is/image/ABS/960228479
IceCream,Baskin-Robbins,100g,239 cal,1004 kJ,https://images.albertsons-media.com/is/image/ABS/960137319
IceCream,Ben and Jerry’s,100g,228 cal,958 kJ,https://images.albertsons-media.com/is/image/ABS/142010024
IceCream,Butter Pecan Ice Cream,100g,248 cal,1042 kJ,https://images.albertsons-media.com/is/image/ABS/142010358
IceCream,Carvel,100g,212 cal,890 kJ,
IceCream,Chocolate Chip Ice Cream,100g,215 cal,903 kJ,https://images.albertsons-media.com/is/image/ABS/970065028
IceCream,Chocolate Ice Cream,100g,216 cal,907 kJ,https://images.albertsons-media.com/is/image/ABS/142100333
IceCream,Ciao Bella,100g,109 cal,458 kJ,
IceCream,Coffee Ice Cream,100g,236 cal,991 kJ,https://images.albertsons-media.com/is/image/ABS/142010354
IceCream,Cold Stone Creamery,100g,232 cal,974 kJ,https://images.albertsons-media.com/is/image/ABS/960242275
IceCream,Cookie Dough Ice Cream,100g,200 cal,840 kJ,https://images.albertsons-media.com/is/image/ABS/970036123
IceCream,Crunchie McFlurry,100g,174 cal,731 kJ,https://images.albertsons-media.com/is/image/ABS/960528775
IceCream,Dairy Milk McFlurry,100g,186 cal,781 kJ,https://images.albertsons-media.com/is/image/ABS/970066630
IceCream,Dippin Dots,100g,224 cal,941 kJ,
IceCream,Double Rainbow,100g,257 cal,1079 kJ,
IceCream,Drumsticks,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/142200514
IceCream,French Vanilla Ice Cream,100g,201 cal,844 kJ,https://images.albertsons-media.com/is/image/ABS/142100398
IceCream,Friendly’s,100g,212 cal,890 kJ,https://images.albertsons-media.com/is/image/ABS/960497999
IceCream,Healthy Choice,100g,125 cal,525 kJ,https://images.albertsons-media.com/is/image/ABS/960106780
IceCream,Hot Fudge Sundae,100g,186 cal,781 kJ,https://images.albertsons-media.com/is/image/ABS/960274618
IceCream,Ice Cream Sandwich,100g,237 cal,995 kJ,https://images.albertsons-media.com/is/image/ABS/142050152
IceCream,Ice Cream Sundae,100g,142 cal,596 kJ,https://images.albertsons-media.com/is/image/ABS/960069869
IceCream,Ice Milk,100g,159 cal,668 kJ,https://images.albertsons-media.com/is/image/ABS/960037246
IceCream,Magnolia,100g,230 cal,966 kJ,https://images.albertsons-media.com/is/image/ABS/970366997
IceCream,Magnum,100g,300 cal,1260 kJ,https://images.albertsons-media.com/is/image/ABS/960050990
IceCream,Magnum Almond,100g,315 cal,1323 kJ,https://images.albertsons-media.com/is/image/ABS/970043232
IceCream,Magnum Double Caramel,100g,355 cal,1491 kJ,https://images.albertsons-media.com/is/image/ABS/960050990
IceCream,Magnum Double Chocolate,100g,380 cal,1596 kJ,https://images.albertsons-media.com/is/image/ABS/970489305
IceCream,Magnum Gold,100g,341 cal,1432 kJ,https://images.albertsons-media.com/is/image/ABS/970487040
IceCream,Magnum White,100g,297 cal,1247 kJ,https://images.albertsons-media.com/is/image/ABS/960319552
IceCream,McFlurry,100g,153 cal,643 kJ,
IceCream,McFlurry Oreo,100g,186 cal,781 kJ,
IceCream,Mini Milk,100g,120 cal,504 kJ,https://images.albertsons-media.com/is/image/ABS/960073050
IceCream,Mint Chocolate Chip Ice Cream,100g,239 cal,1004 kJ,https://images.albertsons-media.com/is/image/ABS/142100337
IceCream,Rocky Road Ice Cream,100g,257 cal,1079 kJ,https://images.albertsons-media.com/is/image/ABS/970025851
IceCream,Schwan’s,100g,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/960081401
IceCream,Smarties McFlurry,100g,198 cal,832 kJ,
IceCream,Snickers Ice Cream,100g,360 cal,1512 kJ,https://images.albertsons-media.com/is/image/ABS/142200152
IceCream,Soft Serve,100g,222 cal,932 kJ,
IceCream,Solero,100g,100 cal,420 kJ,
IceCream,Strawberry Ice Cream,100g,236 cal,991 kJ,https://images.albertsons-media.com/is/image/ABS/142100342
